n = 4
  |V|   |E|   deg   Gen Set   alpha   sigma
  21    147   14    [2, 5, 6, 7, 8, 9, 10]            3       1
  21    147   14    [3, 4, 5, 6, 7, 8, 9]             3       1
  21    147   14    [3, 4, 5, 6, 7, 8, 10]            3       1
  21    147   14    [3, 4, 5, 6, 7, 9, 10]            3       1
  21    147   14    [3, 4, 5, 6, 8, 9, 10]            3       1
  21    147   14    [3, 4, 5, 7, 8, 9, 10]            3       1
  21    147   14    [3, 4, 6, 7, 8, 9, 10]            3       1
  21    147   14    [3, 5, 6, 7, 8, 9, 10]            3       1
  21    147   14    [4, 5, 6, 7, 8, 9, 10]            4       1
  21    168   16    [1, 2, 3, 4, 5, 6, 7, 8]          2       1
  21    168   16    [1, 2, 3, 4, 5, 6, 7, 9]          2       1
  21    168   16    [1, 2, 3, 4, 5, 6, 7, 10]         2       1
  21    168   16    [1, 2, 3, 4, 5, 6, 8, 9]          3       1
  21    168   16    [1, 2, 3, 4, 5, 6, 8, 10]         3       1
  21    168   16    [1, 2, 3, 4, 5, 6, 9, 10]         3       1
  21    168   16    [1, 2, 3, 4, 5, 7, 8, 9]          2       1
  21    168   16    [1, 2, 3, 4, 5, 7, 8, 10]         3       1
  21    168   16    [1, 2, 3, 4, 5, 7, 9, 10]         2       1
  21    168   16    [1, 2, 3, 4, 5, 8, 9, 10]         3       1
  21    168   16    [1, 2, 3, 4, 6, 7, 8, 9]          3       1
  21    168   16    [1, 2, 3, 4, 6, 7, 8, 10]         2       1
  21    168   16    [1, 2, 3, 4, 6, 7, 9, 10]         3       1
  21    168   16    [1, 2, 3, 4, 6, 8, 9, 10]         3       1
  21    168   16    [1, 2, 3, 4, 7, 8, 9, 10]         2       1
  21    168   16    [1, 2, 3, 5, 6, 7, 8, 9]          2       1
  21    168   16    [1, 2, 3, 5, 6, 7, 8, 10]         2       1
  21    168   16    [1, 2, 3, 5, 6, 7, 9, 10]         3       1
  21    168   16    [1, 2, 3, 5, 6, 8, 9, 10]         3       1
  21    168   16    [1, 2, 3, 5, 7, 8, 9, 10]         2       1
  21    168   16    [1, 2, 3, 6, 7, 8, 9, 10]         2       1
  21    168   16    [1, 2, 4, 5, 6, 7, 8, 9]          2       1
  21    168   16    [1, 2, 4, 5, 6, 7, 8, 10]         3       1
  21    168   16    [1, 2, 4, 5, 6, 7, 9, 10]         2       1
  21    168   16    [1, 2, 4, 5, 6, 8, 9, 10]         3       1
  21    168   16    [1, 2, 4, 5, 7, 8, 9, 10]         3       1
  21    168   16    [1, 2, 4, 6, 7, 8, 9, 10]         2       1
  21    168   16    [1, 2, 5, 6, 7, 8, 9, 10]         2       1
  21    168   16    [1, 3, 4, 5, 6, 7, 8, 9]          2       1
  21    168   16    [1, 3, 4, 5, 6, 7, 8, 10]         2       1
  21    168   16    [1, 3, 4, 5, 6, 7, 9, 10]         2       1
  21    168   16    [1, 3, 4, 5, 6, 8, 9, 10]         3       1
  21    168   16    [1, 3, 4, 5, 7, 8, 9, 10]         2       1
  21    168   16    [1, 3, 4, 6, 7, 8, 9, 10]         2       1
  21    168   16    [1, 3, 5, 6, 7, 8, 9, 10]         3       1
  21    168   16    [1, 4, 5, 6, 7, 8, 9, 10]         2       1
  21    168   16    [2, 3, 4, 5, 6, 7, 8, 9]          3       1
  21    168   16    [2, 3, 4, 5, 6, 7, 8, 10]         2       1
  21    168   16    [2, 3, 4, 5, 6, 7, 9, 10]         2       1
  21    168   16    [2, 3, 4, 5, 6, 8, 9, 10]         3       1
  21    168   16    [2, 3, 4, 5, 7, 8, 9, 10]         2       1
  21    168   16    [2, 3, 4, 6, 7, 8, 9, 10]         2       1
  21    168   16    [2, 3, 5, 6, 7, 8, 9, 10]         2       1
  21    168   16    [2, 4, 5, 6, 7, 8, 9, 10]         2       1
  21    168   16    [3, 4, 5, 6, 7, 8, 9, 10]         3       1
  21    189   18    [1, 2, 3, 4, 5, 6, 7, 8, 9]       2       1
  21    189   18    [1, 2, 3, 4, 5, 6, 7, 8, 10]      2       1
  21    189   18    [1, 2, 3, 4, 5, 6, 7, 9, 10]      2       1
  21    189   18    [1, 2, 3, 4, 5, 6, 8, 9, 10]      3       2
  21    189   18    [1, 2, 3, 4, 5, 7, 8, 9, 10]      2       1
  21    189   18    [1, 2, 3, 4, 6, 7, 8, 9, 10]      2       1
  21    189   18    [1, 2, 3, 5, 6, 7, 8, 9, 10]      2       1
  21    189   18    [1, 2, 4, 5, 6, 7, 8, 9, 10]      2       1
  21    189   18    [1, 3, 4, 5, 6, 7, 8, 9, 10]      2       1
  21    189   18    [2, 3, 4, 5, 6, 7, 8, 9, 10]      2       1
  21    210   20    [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]   1       1

n = 22
  |V|   |E|   deg   Gen Set                               alpha   sigma
  22    44    4     [1, 2]                                7       1
  22    44    4     [1, 3]                                11      2
  22    44    4     [1, 4]                                8       1
  22    44    4     [1, 5]                                11      2
  22    44    4     [1, 6]                                9       1
  22    44    4     [1, 7]                                11      2
  22    44    4     [1, 8]                                8       1
  22    44    4     [1, 9]                                11      2
  22    44    4     [1, 10]                               10      2
  22    33    3     [1, 11]                               11      2
  22    44    4     [2, 3]                                8       1
  22    44    4     [2, 5]                                8       1
  22    44    4     [2, 7]                                9       1
  22    44    4     [2, 9]                                10      2
  22    33    3     [2, 11]                               10      1
  22    44    4     [3, 4]                                9       1
  22    44    4     [3, 5]                                11      2
  22    44    4     [3, 6]                                7       1
  22    44    4     [3, 7]                                11      2
  22    44    4     [3, 8]                                10      2
  22    44    4     [3, 9]                                11      2
  22    44    4     [3, 10]                               8       1
  22    33    3     [3, 11]                               11      2
  22    44    4     [4, 5]                                8       1
  22    44    4     [4, 7]                                10      2
  22    44    4     [4, 9]                                7       1
  22    33    3     [4, 11]                               10      1
  22    44    4     [5, 6]                                10      2
  22    44    4     [5, 7]                                11      2
  22    44    4     [5, 8]                                9       1
  22    44    4     [5, 9]                                11      2
  22    44    4     [5, 10]                               7       1
  22    33    3     [5, 11]                               11      2
  22    44    4     [6, 7]                                8       1
  22    44    4     [6, 9]                                8       1
  22    33    3     [6, 11]                               10      1
  22    44    4     [7, 8]                                7       1
  22    44    4     [7, 9]                                11      2
  22    44    4     [7, 10]                               8       1
  22    33    3     [7, 11]                               11      2
  22    44    4     [8, 9]                                8       1
  22    33    3     [8, 11]                               10      1
  22    44    4     [9, 10]                               9       1
  22    33    3     [9, 11]                               11      2
  22    33    3     [10, 11]                              10      1
  22    66    6     [1, 2, 3]                             5       1
  22    66    6     [1, 2, 4]                             6       1
  22    66    6     [1, 2, 5]                             7       1
  22    66    6     [1, 2, 6]                             6       1
  22    66    6     [1, 2, 7]                             6       1
  22    66    6     [1, 2, 8]                             7       1
  22    66    6     [1, 2, 9]                             6       1
  22    66    6     [1, 2, 10]                            6       1
  22    55    5     [1, 2, 11]                            7       1
  22    66    6     [1, 3, 4]                             6       1
  22    66    6     [1, 3, 5]                             11      3
  22    66    6     [1, 3, 6]                             6       1
  22    66    6     [1, 3, 7]                             11      3
  22    66    6     [1, 3, 8]                             8       2
  22    66    6     [1, 3, 9]                             11      3
  22    66    6     [1, 3, 10]                            8       1
  22    55    5     [1, 3, 11]                            11      3
  22    66    6     [1, 4, 5]                             6       1
  22    66    6     [1, 4, 6]                             8       1
  22    66    6     [1, 4, 7]                             8       1
  22    66    6     [1, 4, 8]                             6       1
  22    66    6     [1, 4, 9]                             7       1
  22    66    6     [1, 4, 10]                            8       2
  22    55    5     [1, 4, 11]                            8       1
  22    66    6     [1, 5, 6]                             6       1
  22    66    6     [1, 5, 7]                             11      3
  22    66    6     [1, 5, 8]                             7       1
  22    66    6     [1, 5, 9]                             11      3
  22    66    6     [1, 5, 10]                            6       1
  22    55    5     [1, 5, 11]                            11      3
  22    66    6     [1, 6, 7]                             6       1
  22    66    6     [1, 6, 8]                             6       1
  22    66    6     [1, 6, 9]                             7       1
  22    66    6     [1, 6, 10]                            6       1
  22    55    5     [1, 6, 11]                            9       1
  22    66    6     [1, 7, 8]                             5       1
  22    66    6     [1, 7, 9]                             11      3
  22    66    6     [1, 7, 10]                            8       2
  22    55    5     [1, 7, 11]                            11      3
  22    66    6     [1, 8, 9]                             6       1
  22    66    6     [1, 8, 10]                            8       1
  22    55    5     [1, 8, 11]                            7       1
  22    66    6     [1, 9, 10]                            6       1
  22    55    5     [1, 9, 11]                            11      3
  22    55    5     [1, 10, 11]                           5       1
  22    66    6     [2, 3, 4]                             6       1
  22    66    6     [2, 3, 5]                             6       1
  22    66    6     [2, 3, 6]                             7       1
  22    66    6     [2, 3, 7]                             7       1
  22    66    6     [2, 3, 8]                             8       1
  22    66    6     [2, 3, 9]                             8       2
  22    66    6     [2, 3, 10]                            6       1
  22    55    5     [2, 3, 11]                            7       1
  22    66    6     [2, 4, 5]                             6       1
  22    66    6     [2, 4, 7]                             6       1
  22    66    6     [2, 4, 9]                             6       1
  22    55    5     [2, 4, 11]                            6       1
  22    66    6     [2, 5, 6]                             8       2
  22    66    6     [2, 5, 7]                             6       1
  22    66    6     [2, 5, 8]                             8       1
  22    66    6     [2, 5, 9]                             8       1
  22    66    6     [2, 5, 10]                            6       1
  22    55    5     [2, 5, 11]                            8       1
  22    66    6     [2, 6, 7]                             8       1
  22    66    6     [2, 6, 9]                             8       1
  22    55    5     [2, 6, 11]                            8       1
  22    66    6     [2, 7, 8]                             6       1
  22    66    6     [2, 7, 9]                             6       1
  22    66    6     [2, 7, 10]                            6       1
  22    55    5     [2, 7, 11]                            9       1
  22    66    6     [2, 8, 9]                             8       2
  22    55    5     [2, 8, 11]                            8       1
  22    66    6     [2, 9, 10]                            6       1
  22    55    5     [2, 9, 11]                            5       1
  22    55    5     [2, 10, 11]                           6       1
  22    66    6     [3, 4, 5]                             7       1
  22    66    6     [3, 4, 6]                             6       1
  22    66    6     [3, 4, 7]                             6       1
  22    66    6     [3, 4, 8]                             6       1
  22    66    6     [3, 4, 9]                             6       1
  22    66    6     [3, 4, 10]                            8       1
  22    55    5     [3, 4, 11]                            9       1
  22    66    6     [3, 5, 6]                             6       1
  22    66    6     [3, 5, 7]                             11      3
  22    66    6     [3, 5, 8]                             6       1
  22    66    6     [3, 5, 9]                             11      3
  22    66    6     [3, 5, 10]                            7       1
  22    55    5     [3, 5, 11]                            11      3
  22    66    6     [3, 6, 7]                             7       1
  22    66    6     [3, 6, 8]                             6       1
  22    66    6     [3, 6, 9]                             5       1
  22    66    6     [3, 6, 10]                            6       1
  22    55    5     [3, 6, 11]                            7       1
  22    66    6     [3, 7, 8]                             6       1
  22    66    6     [3, 7, 9]                             11      3
  22    66    6     [3, 7, 10]                            6       1
  22    55    5     [3, 7, 11]                            11      3
  22    66    6     [3, 8, 9]                             8       1
  22    66    6     [3, 8, 10]                            8       2
  22    55    5     [3, 8, 11]                            5       1
  22    66    6     [3, 9, 10]                            6       1
  22    55    5     [3, 9, 11]                            11      3
  22    55    5     [3, 10, 11]                           8       1
  22    66    6     [4, 5, 6]                             8       1
  22    66    6     [4, 5, 7]                             8       2
  22    66    6     [4, 5, 8]                             6       1
  22    66    6     [4, 5, 9]                             5       1
  22    66    6     [4, 5, 10]                            7       1
  22    55    5     [4, 5, 11]                            7       1
  22    66    6     [4, 6, 7]                             8       2
  22    66    6     [4, 6, 9]                             7       1
  22    55    5     [4, 6, 11]                            8       1
  22    66    6     [4, 7, 8]                             6       1
  22    66    6     [4, 7, 9]                             6       1
  22    66    6     [4, 7, 10]                            8       1
  22    55    5     [4, 7, 11]                            5       1
  22    66    6     [4, 8, 9]                             6       1
  22    55    5     [4, 8, 11]                            6       1
  22    66    6     [4, 9, 10]                            6       1
